,Наименование / ФИО,ИНН,Адрес,Чистая прибыль (2400),Чистая прибыль прошлый год (2400),Налоги (2410),Проценты (2330),Амортизация (расчетная),EBITDA,Статус
776,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АМУРСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ""",2801085190,"675020, Амурская обл, Благовещенск г, Пограничная ул, дом 183",1294.0,1335.0,-859.0,0.0,0.0,435.0,
777,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АМУРСТРОЙСЕРВИС""",2724158370,"692503, Приморский край, Уссурийск г., Кузнечная ул., дом 95, офис 121, комната 1",-2794.0,0.0,0.0,0.0,0.0,-2794.0,
778,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНГАРА ССТ""",7743325570,"127299, Москва г, вн.тер.г. муниципальный округ Войковский, ул Космонавта Волкова, д. 10, стр. 1",2305.0,713.0,576.0,0.0,1047.0,3928.0,
779,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНГАРСКСТРОЙМЕХАНИЗАЦИЯ""",3801993892,"665821, Иркутская обл, г Ангарск, пр-кт Карла Маркса, д 74а, 204",30802.0,3310.0,-12122.0,77681.0,46229.0,142590.0,
780,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНДАР""",2309094287,"350075, Краснодарский край, г. Краснодар, ул. Им. Селезнева, дом 4/3, корпус ЭТАЖ 2, офис 50",0.0,0.0,0.0,0.0,0.0,0.0,
781,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНДЕГРАУНД МАСТЕР""",7811726773,"192174, город Санкт-Петербург, пр-кт Александровской Фермы, дом 17, литер А, помещение 4",628.0,727.0,921.0,0.0,98.0,1647.0,
782,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНДЕЗИТ-ДВ""",2503028863,"692760, Приморский край, г Артем, ул Западная, д 6а, 10",195.0,1700.0,0.0,0.0,0.0,195.0,
783,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНДРЕЙ ШАНС""",4706045794,"187330, Ленинградская обл, м.р-н Кировский, г.п. Отрадненское, г Отрадное, ул Строителей, д. 28",1271.0,232.0,17.0,0.0,0.0,1288.0,
784,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНЕЛИЯ""",1328168310,"430027, г.Саранск, ул.Гагарина, д.81",54.0,16182.0,-580.0,0.0,4289.0,3763.0,
785,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНЕРСТРОЙ""",2221252602,"658090, Алтайский край, г.о. Город Новоалтайск, г Новоалтайск, ул Депутатская, дом 8",-2063.0,39.0,33.0,413.0,0.0,-1617.0,
786,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНКЕР""",7806570930,"195030, г. Санкт-Петербург, ш. Революции, д. 114, лит. А, пом. 203",16699.0,-164.0,0.0,0.0,0.0,16699.0,
787,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНКОР""",264069870,"452681, Республика Башкортостан, г.о. город Нефтекамск, г Нефтекамск, ул Воробьева, д. 102",0.0,0.0,0.0,0.0,0.0,0.0,
788,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНПС""",3651008252,"г. Воронеж, ул. Чапаева, д. 196, кв. 1, 394052",2931.0,5707.0,-3866.0,0.0,1194.0,259.0,
789,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНСО ГРУПП""",7840068173,"197375, Санкт-Петербург г, Вербная ул, дом 27, корпус 1, офис 625",-3610.0,-3267.0,0.0,0.0,4821.0,1211.0,
790,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТ СМ""",7736258690,"119017, Москва г, ул Пятницкая, 37, Помещ. 1/1 офис 182",135.0,-1949.0,239.0,5.0,38.0,417.0,
791,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТ-ИНЖИНИРИНГ""",6685029320,"620000, Свердловская область, Г.О. ГОРОД ЕКАТЕРИНБУРГ, Г ЕКАТЕРИНБУРГ, УЛ БОРИСА ЕЛЬЦИНА, СТР. 3/2, ОФИС 29.08",19951.0,3962.0,-5928.0,22620.0,7474.0,44117.0,
792,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТАР-СТРОЙ""",3102047490,"308510, Белгородская обл, Белгородский р-н, Разумное пгт, Бельгина ул, дом 24, офис 2",18447.0,41888.0,-13564.0,0.0,0.0,4883.0,
793,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТАРЕС""",6658542476,"620109, Свердловская область, г.о. город Екатеринбург, г Екатеринбург, ул Татищева, соор. 49, помещ. 21",165.0,1668.0,-1576.0,0.0,2113.0,702.0,
794,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТАРЕС""",4703153495,"188660, Ленинградская область, м.р-н Всеволожский, г.п. Бугровское, г. Бугры, ул Английская, дом 6, помещение 18Н, офис 1",37380.0,60925.0,6111.0,0.0,0.0,43491.0,
795,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТАРЕСС""",7450008500,"454038, Челябинская обл, г Челябинск, ул Хлебозаводская, д 42",3310.0,-169.0,-400.0,0.0,0.0,2910.0,
796,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТЕЙ-СТРОЙИНВЕСТ""",7716230720,"185035, Карелия респ, г. Петрозаводск, пр-кт Карла Маркса (центр Р-Н), дом 24А, офис 24",54312.0,18616.0,-6698.0,1010.0,0.0,48624.0,
797,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТЕЙ""",7810935439,"196191, Город Санкт-Петербург, вн.тер.г. муниципальный округ Новоизмайловское, пл Конституции, д. 7, литера А, помещ. 41Н, ЧАСТЬ №1",12302.0,1631.0,2777.0,0.0,285.0,15364.0,
798,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТЕК""",5022069051,"111024, г Москва, ПЕРОВО ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ, ул. 2-я Знтузиастов, д. 5, к. 40, помещ. 34/3",592.0,568.0,147.0,0.0,0.0,739.0,
799,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТИКОР ГРУПП""",1655416530,"420111, Татарстан Респ, г Казань, ул Тази Гиззата, д. 6/31, этаж 3, помещ. 1020, офис 3",1770.0,233.0,-91.0,0.0,855.0,2534.0,
800,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТИКОР КУЗНЕЦК""",4217128934,"125464, Город Москва, улица Митинская, д. 12, кв. 330",18.0,1681.0,-5.0,0.0,0.0,13.0,
801,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТИКОР СЕРВИС""",7455029609,"455034, Челябинская обл, Магнитогорск г, Советская ул, дом 207, помещение 5",878.0,428.0,220.0,412.0,1793.0,3303.0,
802,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТИКОР СТРОЙ""",2508080271,"366108, Чеченская Респ, м.р-н Шелковской, г. Шелковская, г.п. Шелковское, ул им Р.Мажатова, д. 1Б, кв. 14, ",17997.0,19056.0,0.0,0.0,1304.0,19301.0,
803,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТИКОР-МОНТАЖ""",4704049916,"188992, Ленинградская обл, Выборгский р-н, Светогорск г, Победы ул, дом 63А",369.0,5358.0,568.0,0.0,2946.0,3883.0,
804,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТИКОР-НТ""",6623098348,"622005, Свердловская обл, г Нижний Тагил, ул Гвардейская, д 36, 11",0.0,64.0,0.0,0.0,0.0,0.0,
805,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТИКОР""",1639057355,"423800, Республика Татарстан (Татарстан), г.о. город Набережные Челны, г Набережные Челны, тракт Альметьевский, зд. 32, помещ. 1",85231.0,12609.0,-22774.0,463.0,0.0,62920.0,
806,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТИКОРСЕРВИС""",7203451019,"625002, Тюменская обл, Тюмень г, Пароходская ул, дом 31, офис 803",55670.0,10914.0,15079.0,5158.0,0.0,75907.0,
807,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТИКОРСТРОЙ""",5528035410,"644007, Омская обл, г Омск, ул Октябрьская, 126, 5 П",4215.0,5869.0,1054.0,286.0,0.0,5555.0,
808,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТС-ГРУПП""",7702375821,"125167, Москва г, Викторенко ул, д. № 5, стр. 1, этаж 2",-9800.0,-10830.0,-305.0,9947.0,4094.0,3936.0,
809,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТСТРОЙ""",2014015392,"Чеченская Республика, г.о. Город Грозный, г Грозный, р-н Ахматовский, ул Балтийская, дом 14А",2632.0,-6467.0,13.0,0.0,606.0,3251.0,
810,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТХИЛЛ""",7725810439,"105318, Москва г, ул Ткацкая, д 5 стр 2, 2-203",2322.0,1585.0,-580.0,0.0,0.0,1742.0,
811,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНУШ""",5190113760,"183017, Мурманская область, г. Мурманск, ул. Сафонова, дом 21, 25",38878.0,45817.0,671.0,170.0,0.0,39719.0,
812,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АПЕКС""",1655211533,"420111, Татарстан Респ, Казань г, Карла Фукса ул, дом 11/6, офис 16",25767.0,3218.0,-10566.0,102301.0,0.0,117502.0,
813,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АПИКО""",5036136364,"142117, Московская обл, г Подольск, д Северово, ул Кутузовская, 13, ПОМ 14",14862.0,4162.0,-7106.0,2524.0,4394.0,14674.0,
814,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АПИН""",2801130630,"675001, Амурская обл, г.о. город Благовещенск, г Благовещенск, ул Пионерская, д. 66/1",71132.0,-33658.0,-26582.0,0.0,449560.0,494110.0,
815,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АПК-СТРОЙ""",3257066217,"241028, Брянская обл, Брянск г, Станке Димитрова пр-кт, дом № 62А, оф.11",1321.0,1694.0,340.0,0.0,0.0,1661.0,
816,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АПОГЕЙ""",6161073650,"344056, Ростовская область, г Ростов-На-Дону, пер Сальский, д. 26/1, стр. 1",4973.0,7152.0,1608.0,1010.0,0.0,7591.0,
817,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АПОЛЛО ГРУПП""",4253017997,"654038, Кемеровская область - Кузбасс, Новокузнецк г, Заводской р-н, Промстроевская ул, дом 46А, корпус 2, офис 1",4655.0,10956.0,-1367.0,0.0,885.0,4173.0,
818,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АПОЛЛОН СТРОЙ""",7743155670,"142181, Московская обл, Подольск г, Климовск мкр, Западная ул, дом № 3А, строение 1, Кабинет 35, этаж 3",-15076.0,214.0,-615.0,0.0,4487.0,-11204.0,
819,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АПОЛЛОН""",3906286900,"236022, Калининградская обл, г Калининград, пр-кт Советский, 43, литер I",33489.0,-18353.0,7090.0,533.0,0.0,41112.0,
820,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АПРЕЛЬ""",1837011426,"427621, Удмуртская Республика, г. Глазов, ул Карла Маркса, д. 16, помещ. 2",530.0,-749.0,200.0,0.0,1916.0,2646.0,
821,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АПРИОРИАЛЬБЕРО""",7703808563,"125040, Москва г, Внутригородская территория муниципальный округ Беговой, Скаковая ул, дом 5, строение 3 эт 2 пом I, комната 5",5709.0,-48910.0,38404.0,7247.0,0.0,51360.0,
822,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АР СТРОЙ""",6230085539,"191024, Город Санкт-Петербург, вн.тер. г. Муниципальный Округ Смольнинское, ул 4-Я Советская, дом 34-36, литера Б, помещение 1Н, офис 1-7",11827.0,3010.0,-907.0,0.0,0.0,10920.0,
823,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРАГАЦСТРОЙ""",7207011121,"г. Курган, ул. Бурова-Петрова, д. 112, пом. 105, 640007",17931.0,1779.0,-4482.0,0.0,0.0,13449.0,
824,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРГВИЛЬ""",573012006,"367014, Дагестан Респ, г Махачкала, кв-л Урожай, д. 193, ",0.0,0.0,0.0,0.0,34.0,34.0,
825,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРГО СТРОЙ""",1001248052,"185001, Республика Карелия, г Петрозаводск, р-н Первомайский, пр-кт Первомайский, д. 82, офис 42",3933.0,3855.0,-981.0,5621.0,0.0,8573.0,
826,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРД ТЕХНОЛОГИЯ""",7733895838,"143030, Московская обл, г Одинцово, с Успенское, 34",18070.0,14210.0,2254.0,0.0,0.0,20324.0,
827,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРДИЗ""",7704455984,"119146, Москва г, наб Фрунзенская, д 24, кв 89",-24.0,-570.0,24.0,0.0,0.0,0.0,
828,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРДИСТРОЙ""",7726344332,"129090, Москва г, ул Гиляровского, д. 4, стр. 5, этаж 1, офис 103",22480.0,7417.0,6773.0,2432.0,701.0,32386.0,
829,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРЕНА""",1661037467,"420043, Татарстан респ, г. Казань, ул. Лесгафта, дом 6/57, этаж ЦОКОЛЬНЫЙ, помещение 40",421.0,446.0,-81.0,0.0,0.0,340.0,
830,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРЕНИ""",9201007490,"299053, Севастополь г, Вакуленчука ул, дом № 19, квартира 47",1193.0,881.0,51.0,0.0,49.0,1293.0,
831,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРИАНТТЕХСТРОЙ""",3525438939,"г. Вологда, ул. Карла Маркса, д. 60а, КВ. 16, 160014",0.0,0.0,0.0,0.0,0.0,0.0,
832,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРИСТ""",9703082483,"г. Москва, муниципальный округ Нагорный вн.тер.г., ул. Болотниковская, д. 1, к. 1, ПОМЕЩ. 8/1П, 117556",16.0,4150.0,-4.0,0.0,0.0,12.0,
833,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРИЭЛЬ""",2221130160,"656922, Алтайский край, Барнаул г, Попова ул, дом № 258В, офис 1",18665.0,550.0,11201.0,0.0,0.0,29866.0,
834,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРКА ТЕХ""",7724939253,"117405, Москва г, Дорожная ул, дом № 60, корпус 1, этаж 3, офис 6",79418.0,13927.0,8364.0,0.0,370.0,88152.0,
835,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРКАДА""",2312153969,"643,350058,23,,Краснодар г,,Старокубанская ул,114,литер А1,801",51266.0,38003.0,0.0,0.0,0.0,51266.0,
836,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРКАДА""",3664057465,"394031, Воронежская обл, г Воронеж, ул 20-летия Октября, д. 33, помещ. 1/2",73.0,8758.0,850.0,0.0,57.0,980.0,
837,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРКАДА""",9703085075,"117041, город Москва, ул Адмирала Руднева, д. 4, помещ. 31н/6",125.0,0.0,-19.0,0.0,0.0,106.0,
838,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРКАДА""",2453010843,"663690, Красноярский край, г Зеленогорск, ул Первая Промышленная, д 5/1",316.0,19.0,143.0,108.0,0.0,567.0,
839,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРКАДА""",6623109350,"622049, Свердловская область, м.о. город Нижний Тагил, г Нижний Тагил, пр-кт Уральский, Дом 85, этаж 1",2884.0,26077.0,1316.0,0.0,125.0,4325.0,
840,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРКАНА""",5528049660,"Омская обл., Омский м.р-н, Лузинское с.п., с. Лузино, ул. 30 лет Победы, д. 24, КВ. 2, 644504",0.0,416.0,0.0,0.0,0.0,0.0,
